company,experiance,city,salary,job_detail,required_skill
"NTT DATA, Inc.",1 - 2 years,Gurugram,0_to_3L,"['Role: Customer Onboarding - Non Voice', 'Industry Type: IT Services & Consulting', 'Department: Customer Success, Service & Operations', 'Employment Type: Full Time, Permanent', 'Role Category: Non Voice', 'UG: Any Graduate', 'PG: Any Postgraduate']","['customer service', 'credit card operations', 'banking operations', 'credit cards', 'finance', 'antivirus', 'arcsight', 'soc', 'ip', 'information security', 'siem', 'financial services', 'malware analysis', 'ohsas 18001', 'regulations', 'chargeback', 'sailpoint', 'ids', 'logging', 'factory act', 'esm']"
Xiarch Solutions,0 - 3 years,Gurugram,0_to_3L,"['Role: Business Development Executive (BDE)', 'Industry Type: IT Services & Consulting', 'Department: Sales & Business Development', 'Employment Type: Full Time, Permanent', 'Role Category: BD / Pre Sales', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Cold calling', 'Outbound', 'cloud security', 'Consulting', 'HIPAA', 'MS Office', 'Internship', 'CRM', 'SCADA', 'Penetration testing']"
Protiviti India,4 - 9 years,Chennai,0_to_3L,"['Role: Security Auditor', 'Industry Type: Management Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate']","['Risk Governance', 'IT Risk Management', 'ISO 27001', 'Business Impact Analysis', 'IT Security', 'PCI DSS', 'Cyber Security', 'Cobit', 'Itgc', 'Dlp', 'Application Security', 'Nist']"
Ahalia Finforex,2 - 3 years,"Kochi, Ernakulam",0_to_3L,"['Role: IT Support - Other', 'Industry Type: Financial Services', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: Diploma in Any Specialization, Any Graduate', 'PG: Any Postgraduate']","['IT Support', 'technical support', 'IT security', 'configuration', 'Troubleshooting', 'maintenance']"
Rkit Labs,6 - 11 years,Hyderabad,0_to_3L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Part Time, Freelance/Homebased', 'Role Category: Software Development', 'UG: Any Graduate']","['Data Science', 'Cyber Security', 'Networking', 'Power Bi', 'Artificial Intelligence', 'Devops', 'React.Js']"
Oryon,0 - 3 years,"Madurai, Tiruchirapalli, Coimbatore",2-6 Lacs P.A.,"['Role: IT Support - Other', 'Industry Type: Hardware & Networking', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['Office 365', 'Mail Server', 'Web Hosting', 'CPanel', 'Linux Server', 'MCSA', 'Redhat Linux', 'LVM', 'FTP', 'DNS', 'Rackspace', 'CCNA', 'DNS Server', 'Server Support', 'IIS Server', 'WHM', 'SSH', 'Apache', 'Server Monitoring', 'SSL', 'DHCP', 'Zabbix', 'SMTP', 'POP', 'Yum', 'IMAP', 'Postfix', 'EXIM', 'Centos', 'RHEL', 'RHCE', 'IPTABLES']"
Tolia Industries,2 - 7 years,"Mumbai, Thane",2-4.5 Lacs P.A.,"['Role: Hardware Installation & Maintenance', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Hardware & Networks', 'Employment Type: Full Time, Permanent', 'Role Category: Hardware', 'UG: Any Graduate']","['Installation', 'Hardware Networking', 'Sharepoint', 'User Support', 'Cyber Security', 'Data Protection', 'Network Installation', 'Domain Server', 'Server Configuration', 'Hardware', 'Network Administration', 'Data Security']"
Hiring for MNC BPO Company,0 - 5 years,"Mohali( Phase 11, Phase 8B ), Chandigarh( IT Park ), Panchkula",2-4 Lacs P.A.,"['Role: Back Office Executive', 'Industry Type: BPM / BPO', 'Department: BFSI, Investments & Trading', 'Employment Type: Full Time, Permanent', 'Role Category: Banking Operations', 'UG: BDS in Any Specialization, BCA in Computers, B.Ed in Education, B.B.A/ B.M.S in Management, Diploma in Any Specialization, B.Com in Any Specialization, B.Pharma in Any Specialization, BFA in Any Specialization, B.A in Pass Course, Political Science, PR/Advertising, Psychology, Sanskrit, Sociology, Statistics, Vocational Course, Arts&Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, Hotel Management, Maths, B.P.Ed in Any Specialization, B.Tech/B.E. in Petroleum, Plastics, Production/Industrial, Textile, Electrical, Electronics/Telecommunication, Energy, Environmental, Instrumentation, Marine, Mechanical, Metallurgy, Mineral, Mining, Agriculture, Automobile, Aviation, Bio-Chemistry/Bio-Technology, Biomedical, Ceramics, Chemical, Civil, Computers, Nuclear, Paint/Oil, B.Arch in Architecture, Any Graduate, B.El.Ed in Any Specialization, B.Sc in Any Specialization, Other Graduate', 'PG: MBA/PGDM in Hospitality Management, Advertising/Mass Communication, Finance, HR/Industrial Relations, Information Technology, International Business, Marketing, Systems, Operations, MCA in Computers, M.Com in Commerce, M.A in Maths, Political Science, PR/ Advertising, Psychology, Sanskrit, Sociology, Statistics, Anthropology, Arts & Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, M.Tech in Petroleum, Plastics, Production/Industrial, Textile, Electrical, Electronics/Telecommunication, Energy, Environmental, Instrumentation, Marine, Mechanical, Metallurgy, Mineral, Mining, Agriculture, Automobile, Aviation, Bio-Chemistry/Bio-Technology, Biomedical, Ceramics, Chemical, Civil, Computers, Nuclear, Paint/Oil, MS/M.Sc(Science) in Biotechnology, Organic Chemistry, Optometry, Astronautical Engineering, Aerospace & Mechanical Engineering, Chemical Engineering & Materials Science, Civil & Environmental Engineering, Electrical Engineering, Industrial & Systems Engineering, Petroleum Engineering, Environmental science, Cyber Security Engineering, Food Technology, Data Informatics, Geology, Systems Architecting and Engineering, Home science, Mechanical Engineering, Maths, Marine Engineering, Microbiology, Electronics & Embedded Technology, Nursing, Mechatronics, Physics, Hospitality Administration, Statistics, Zoology, Agriculture, Anthropology, Bio-Chemistry, Biology, Botany, Chemistry, Computers, Dairy Technology, Electronics, Veterinary Science, PG Diploma in Chemical, Civil, Computers, Electrical']","['BCA', 'FRESHER', 'BPO', 'Calling', 'admin', 'mca', 'training', 'office', 'commerce', 'CUSTOMER HANDLING', 'banking', 'domestic', 'SUPPORT', 'technical support', 'bank', 'computer', 'operations', 'SERVICE', 'international', 'email', 'btech', 'NON VOICE', 'kpo', 'mba', 'excel', 'VOICE', 'chat', 'undergraduate', 'ms office']"
TEKsystems Global Services,1 - 2 years,Bengaluru,0_to_3L,"['Role: Desktop Engineer', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: BCA in Computers, Computer Applications, Data Science, Artificial Intelligence and Machine Learning, Computer Science, Cloud Computing, Cybersecurity, B.Tech/B.E. in Electronics/Telecommunication, Computer Science and Business System, AIML, Electronics And Communication Engineering, Information Science, Information Technology, Artificial Intelligence, Computer Engineering, Artificial Intelligence And Data Science, Electronics And Computer Engineering, Computers, Artificial Intelligence And Machine Learning, B.Sc in Data Science, Computer Technology, Information System Management, Artificial Intelligence and Data Science, Artificial Intelligence and Machine Learning, Computers, Computer Science, Information Science, Cyber Security, IT, Artificial Intelligence']","['MCSA', 'Desktop Support', 'CCNA', 'Voice Support', 'Desktop Troubleshooting', 'Software Installation']"
Capgemini,3 - 6 years,Pune,0_to_3L,"['Role: Data Platform Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['continuous integration', 'etl', 'soc', 'siem', 'malware analysis', 'tcp', 'endpoint security', 'epo', 'ip', 'information security', 'dlp', 'ops', 'firewall', 'ids', 'splunk', 'mcafee', 'aws']"
Accenture,1 - 3 years,Gurugram,0_to_3L,"['Role: IT Support - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['siem', 'system administration', 'application support', 'troubleshooting', 'tcp', 'checkpoint', 'endpoint security', 'antivirus', 'epo', 'soc', 'ip', 'information security', 'dlp', 'ssl', 'malware analysis', 'encryption', 'firewall', 'ids', 'splunk', 'mcafee', 'finance']"
Leading immigration company,0 - 5 years,"Mohali, Chandigarh, Panchkula",1.5-3 Lacs P.A.,"['Role: Chat Support', 'Industry Type: BPM / BPO', 'Department: Customer Success, Service & Operations', 'Employment Type: Full Time, Permanent', 'Role Category: Non Voice', 'UG: B.U.M.S in Any Specialization, B.Arch in Architecture, B.El.Ed in Any Specialization, B.Sc in Food Technology, Hospitality and Hotel Management, Geology, Optometry, Home Science, Maths, Microbiology, Nursing, Physics, Statistics, Zoology, Agriculture, Anthropology, Bio-Chemistry, Biology, Botany, Chemistry, Computers, Dairy Technology, Electronics, General, Environmental Science, B.P.Ed in Any Specialization, Other Graduate, B.Tech/B.E. in Petroleum, Plastics, Production/Industrial, Textile, Electrical, Electronics/Telecommunication, Energy, Environmental, Instrumentation, Marine, Mechanical, Metallurgy, Mineral, Mining, Agriculture, Automobile, Aviation, Bio-Chemistry/Bio-Technology, Biomedical, Ceramics, Chemical, Civil, Computers, Nuclear, Paint/Oil, B.Ed in Any Specialization, B.Com in Commerce, B.Des. in Any Specialization, B.Pharma in Any Specialization, BDS in Any Specialization, Diploma in Hotel Management, Insurance, Management, Mechanical, Tourism, Visual Arts, Vocational Course, Architecture, Chemical, Civil, Computers, Electrical, Electronics/Telecommunication, Engineering, Export/Import, Fashion Designing/Other Designing, Graphic/ Web Designing, BCA in Computers, B.B.A/ B.M.S in Management, BAMS in Any Specialization, BFA in Painting, Sculpture, Art History, Printmaking, Visual Communication, B.A in Pass Course, Political Science, PR/Advertising, Psychology, Sanskrit, Sociology, Statistics, Vocational Course, Arts&Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, Hotel Management, Maths, Any Graduate', 'PG: MBA/PGDM in Hospitality Management, Advertising/Mass Communication, Finance, HR/Industrial Relations, Information Technology, International Business, Marketing, Systems, Operations, MCA in Computers, M.Com in Any Specialization, M.Tech in Any Specialization, PG Diploma in Chemical, Civil, Computers, Electrical, Electronics, Mechanical, M.Ed in Any Specialization, Any Postgraduate, M.Ch in Any Specialization, M.Des. in Any Specialization, CS in CS, Other Post Graduate, CA in CA, Pursuing, First Attempt, Second Attempt, M.Pharma in Any Specialization, M.A in Maths, Political Science, PR/ Advertising, Psychology, Sanskrit, Sociology, Statistics, Anthropology, Arts & Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, MS/M.Sc(Science) in Biotechnology, Organic Chemistry, Optometry, Astronautical Engineering, Aerospace & Mechanical Engineering, Chemical Engineering & Materials Science, Civil & Environmental Engineering, Electrical Engineering, Industrial & Systems Engineering, Petroleum Engineering, Environmental science, Cyber Security Engineering, Food Technology, Data Informatics, Geology, Systems Architecting and Engineering, Home science, Mechanical Engineering, Maths, Marine Engineering, Microbiology, Electronics & Embedded Technology, Nursing, Mechatronics, Physics, Hospitality Administration, Statistics, Zoology, Agriculture, Anthropology, Bio-Chemistry, Biology, Botany, Chemistry, Computers, Dairy Technology, Electronics, Veterinary Science']","['bpo', 'voice', 'MNC', 'technical', 'customer service', 'IELTS', 'hr', 'sales', 'bank', 'operations', 'cashier', 'Computer', 'backend', 'reception', 'immigration', 'btech', 'coordinator', 'manager', 'back office', 'Non Voice', 'kpo', 'IT', 'mba', 'calling', 'Fresher', 'payroll', 'data entry', 'FRONT OFFICE']"
Accenture,3 - 8 years,Gurugram,0_to_3L,"['Role: Network (Support) Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Hardware & Networks', 'Employment Type: Full Time, Permanent', 'Role Category: IT Network', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['service management', 'system administration', 'application support', 'troubleshooting', 'tcp', 'checkpoint', 'endpoint security', 'antivirus', 'epo', 'soc', 'ip', 'information security', 'dlp', 'siem', 'ssl', 'malware analysis', 'encryption', 'firewall', 'ids', 'splunk', 'mcafee', 'finance']"
Accenture,3 - 8 years,Gurugram,0_to_3L,"['Role: Network (Support) Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Hardware & Networks', 'Employment Type: Full Time, Permanent', 'Role Category: IT Network', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['desktop management', 'microsoft windows', 'desktop support', 'troubleshooting', 'endpoint security', 'service management', 'arcsight', 'epo', 'soc', 'ip', 'information security', 'dlp', 'networking', 'siem', 'active directory', 'service delivery', 'firewall', 'powershell', 'ids', 'mcafee']"
Logix Infosecurity,1 - 3 years,"Mumbai, Mumbai (All Areas), Dadar",2.5-7.5 Lacs P.A.,"['Role: Business Development Manager (BDM)', 'Industry Type: IT Services & Consulting', 'Department: Sales & Business Development', 'Employment Type: Full Time, Permanent', 'Role Category: BD / Pre Sales', 'UG: Any Graduate']","['IT Sales', 'Cloud Sales', 'Software Sales', 'Corporate Sales']"
Oryon,1 - 3 years,"Madurai, Chennai, Tiruchirapalli",2-6 Lacs P.A.,"['Role: Digital Marketing - Other', 'Industry Type: Hardware & Networking', 'Department: Marketing & Communication', 'Employment Type: Full Time, Permanent', 'Role Category: Digital Marketing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Data Informatics, Electronics & Embedded Technology, Computers, Electrical Engineering, Electronics, Cyber Security Engineering, MCA in Any Specialization']","['Content Marketing', 'Digital Marketing', 'Campaigns', 'SEO', 'Content Creation', 'Google Analytics', 'Blogs', 'KPI', 'Canva', 'Keyword Research', 'CMS', 'Email Marketing', 'Social Media Marketing', 'Powerpoint', 'Content Strategy', 'Content Optimization', 'Copyright', 'Brand Management', 'Photoshop']"
UST,3 - 8 years,Bangalore Rural,"60,000-2.75 Lacs P.A.","['Role: DevOps Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DevOps', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization']","['DevOps', 'Orchestration', 'cloud', 'Shell Scripting']"
UST,3 - 8 years,Bengaluru,"60,000-2.75 Lacs P.A.","['Role: DevOps Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DevOps', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization']","['DevOps', 'Orchestration', 'cloud', 'Shell Scripting']"
Capgemini,5 - 10 years,"Chennai, Bengaluru, Mumbai (All Areas)",0_to_3L,"['Role: Cyber Security', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate']","['JavaScript', 'Active Directory', 'LDAP', 'LCM', 'SAML']"
Passion Infotech,0 - 5 years,Pune,0_to_3L,"['Role: Strategic & Top Management - Other', 'Industry Type: Education / Training', 'Department: Strategic & Top Management', 'Employment Type: Full Time, Freelance/Homebased', 'Role Category: Strategic & Top Management - Other', 'UG: Any Graduate']","['sales', 'Education', 'network marketing', 'Convincing Power', 'tourism', 'entrepreneurship', 'Public Speaking', 'journalism', 'agents', 'marketing', 'Presentation Skills', 'leads', 'NGO', 'Business Development', 'go-getter', 'Interpersonal Skills']"
Not Available,1 - 3 years,"Mumbai, India",1-6 Lacs P.A.,"['Role: Back End Developer', 'Industry Type: Building Material', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Cyber Security']","['c#', 'rest', 'process', 'css', 'python', 'hp data protector', 'software development', 'workflow', 'engineering', 'edi', 'javascript', 'jquery', 'sql server', 'sql', 'framework', 'java', 'application management', 'it governance', 'software engineering', 'html', 'mysql', 'solution integration', 'technical documentation', 'communication skills']"
KPMG Assurance and Consulting Services LLP,4 - 9 years,Mumbai (All Areas),0_to_3L,"['Role: IT Security Consultant', 'Industry Type: Accounting / Auditing', 'Department: Consulting', 'Employment Type: Full Time, Permanent', 'Role Category: IT Consulting', 'UG: Any Graduate']","['IT Audit', 'PCI DSS', 'ISO27001', 'Security Audit', 'SEBI', 'Compliance', 'Cobit', 'Cisa', 'HIPAA', 'RBI', 'Nist', 'IT Governance']"
Uplers,2 - 5 years,Bengaluru,0_to_3L,"['Role: Network Manager / Administrator', 'Industry Type: Courier / Logistics (Logistics Tech)', 'Department: Engineering - Hardware & Networks', 'Employment Type: Full Time, Permanent', 'Role Category: IT Network', 'UG: Any Graduate']","['Network Administration', 'TCP', 'Security+', 'It Administration', 'IP', 'CCNA', 'Firewall', 'ITIL Certified', 'comptia', 'CCNP', 'Fortinet', 'IT Security']"
V2soft,10 - 20 years,Sholinganallur,0_to_3L,"['Role: Infrastructure Architect', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Infrastructure Services', 'UG: Any Graduate']","['LAN', 'ITIL', 'service manager', 'WAN']"
Amgen Inc,8 - 13 years,Hyderabad,0_to_3L,"['Role: System Administrator / Engineer', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Engineering - Hardware & Networks', 'Employment Type: Full Time, Permanent', 'Role Category: IT Network', 'UG: Any Graduate', 'PG: Any Postgraduate']","['ios', 'mac', 'microsoft windows', 'troubleshooting', 'information systems', 'airwatch', 'mobile device management', 'network administration', 'sccm', 'technical support', 'devops', 'service improvement', 'mdm']"
Leading Client,2 - 6 years,Bengaluru,0_to_3L,"['Role: Full Stack Developer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['sso', 'salesforce', 'saml', 'oauth', 'css', 'web services', 'bootstrap', 'jquery', 'react.js', 'java', 'iam', 'ui', 'gcp', 'devops', 'html', 'mysql', 'api', 'c#', 'rest', 'python', 'software testing', 'microsoft azure', 'access management', 'javascript', 'node.js', 'troubleshooting', 'aws']"
Dexcom Inc,3 - 8 years,Bengaluru,0_to_3L,"['Role: Quality Assurance and Testing - Other', 'Industry Type: Medical Devices & Equipment', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Electronics/Telecommunication, Computer Science and Business System, Artificial Intelligence And Machine Learning, ECE, Applied Electronics And Instrumentation, Computer Science Engineering, Electronics And Communication Engineering, Artificial Intelligence, Computer Science, Electronic And Communication Engineering, Computer Engineering, Artificial Intelligence And Data Science, Cyber Security, Electronics And Computer Engineering, Computers, Electronics Engineering, Electrical, Any Graduate']","['Software Testing', 'Automation Testing', 'Medical Devices', 'Java', 'IEC']"
